,Time_sec,Y_S
5904,0.0,
5905,0.00333333333334546,
5906,0.00666666666669092,
5907,0.010000000000006063,
5908,0.013333333333321207,
5909,0.016666666666666666,0.1585
5910,0.020000000000012126,0.1675
5911,0.023333333333357586,0.16999999999999998
5912,0.02666666666667273,0.173
5913,0.029999999999987873,0.1745
5914,0.03333333333333333,0.177
5915,0.036666666666678796,0.177
5916,0.04000000000002425,0.178
5917,0.0433333333333394,0.178
5918,0.04666666666665454,0.178
5919,0.05,0.178
5920,0.05333333333334546,0.178
5921,0.05666666666669092,0.178
5922,0.06000000000000606,0.178
5923,0.06333333333332121,0.178
5924,0.06666666666666667,0.178
5925,0.07000000000001212,0.178
5926,0.07333333333332727,0.178
5927,0.07666666666667273,0.178
5928,0.07999999999998787,0.178
5929,0.08333333333333333,0.178
5930,0.0866666666666788,0.178
5931,0.08999999999999393,0.178
5932,0.0933333333333394,0.178
5933,0.09666666666665454,0.178
5934,0.1,0.178
5935,0.10333333333334546,0.178
5936,0.10666666666669092,0.178
5937,0.11000000000000607,0.178
5938,0.11333333333332121,0.178
5939,0.11666666666666667,0.178
5940,0.12000000000001212,0.178
5941,0.12333333333335758,0.178
5942,0.12666666666667273,0.178
5943,0.13000000000001818,0.178
5944,0.13333333333333333,0.178
5945,0.1366666666666788,0.178
5946,0.14000000000002424,0.178
5947,0.1433333333333394,0.178
5948,0.14666666666665454,0.178
5949,0.15,0.178
5950,0.15333333333334545,0.178
5951,0.1566666666666909,0.181
5952,0.16000000000000605,0.184
5953,0.1633333333333212,0.184
5954,0.16666666666666666,0.181
5955,0.1700000000000121,0.181
5956,0.1733333333333576,0.184
5957,0.17666666666667272,0.184
5958,0.17999999999998786,0.184
5959,0.18333333333333332,0.184
5960,0.1866666666666788,0.184
5961,0.19000000000002426,0.184
5962,0.1933333333333394,0.184
5963,0.19666666666665453,0.184
5964,0.2,0.184
5965,0.20333333333334547,0.184
5966,0.20666666666666061,0.184
5967,0.21000000000000607,0.184
5968,0.21333333333332122,0.184
5969,0.21666666666666667,0.184
5970,0.22000000000001213,0.184
5971,0.22333333333332728,0.184
5972,0.22666666666667273,0.184
5973,0.22999999999998788,0.184
5974,0.23333333333333334,0.184
5975,0.2366666666666788,0.184
5976,0.24000000000002425,0.184
5977,0.2433333333333394,0.184
5978,0.24666666666665454,0.184
5979,0.25,0.184
5980,0.25333333333334546,0.184
5981,0.2566666666666909,0.184
5982,0.26000000000000606,0.184
5983,0.2633333333333515,0.1855
5984,0.26666666666666666,0.1885
5985,0.2700000000000121,0.1885
5986,0.2733333333333576,0.1925
5987,0.2766666666666727,0.195
5988,0.27999999999998787,0.195
5989,0.2833333333333333,0.195
5990,0.2866666666666788,0.195
5991,0.29000000000002424,0.195
5992,0.2933333333333394,0.201
5993,0.29666666666665453,0.207
5994,0.3,0.207
5995,0.30333333333334545,0.207
5996,0.3066666666666909,0.207
5997,0.31000000000000605,0.2095
5998,0.3133333333333212,0.212
5999,0.31666666666666665,0.212
6000,0.3200000000000121,0.212
6001,0.32333333333335756,0.212
6002,0.3266666666666727,0.212
6003,0.32999999999998786,0.212
6004,0.3333333333333333,0.212
6005,0.33666666666667877,0.212
6006,0.3399999999999939,0.212
6007,0.3433333333333394,0.212
6008,0.3466666666666545,0.212
6009,0.35,0.212
6010,0.35333333333334543,0.212
6011,0.3566666666666606,0.212
6012,0.36000000000000604,0.215
6013,0.3633333333333212,0.215
6014,0.36666666666666664,0.218
6015,0.37000000000001215,0.218
6016,0.3733333333333576,0.218
6017,0.37666666666667276,0.218
6018,0.37999999999998785,0.218
6019,0.38333333333333336,0.218
6020,0.3866666666666788,0.218
6021,0.39000000000002427,0.218
6022,0.3933333333333394,0.218
6023,0.3966666666666849,0.218
6024,0.4,0.218
6025,0.4033333333333455,0.218
6026,0.40666666666669093,0.218
6027,0.4100000000000061,0.218
6028,0.41333333333332123,0.218
6029,0.4166666666666667,0.218
6030,0.42000000000001214,0.218
6031,0.4233333333333576,0.218
6032,0.42666666666667274,0.218
6033,0.4299999999999879,0.218
6034,0.43333333333333335,0.218
6035,0.4366666666666788,0.218
6036,0.44000000000002426,0.2195
